indicator,type,first_seen,last_seen,count
k975:Server20263466,credential,2026-03-16T01:24:30Z,2026-03-16T01:56:31Z,3
k975:debian3459,credential,2026-03-09T08:01:49Z,2026-03-12T05:25:17Z,3
k975:football,credential,2026-03-10T03:50:33Z,2026-03-12T14:11:43Z,3
k975:football356,credential,2026-03-14T19:43:19Z,2026-03-15T07:45:51Z,3
k975:guest1020,credential,2026-03-15T10:11:52Z,2026-03-15T20:11:45Z,3
k975:master1002,credential,2026-03-15T02:27:25Z,2026-03-15T08:08:23Z,3
k975:oracle,credential,2026-03-13T23:12:46Z,2026-03-14T05:40:18Z,3
k975:password,credential,2026-03-10T21:58:11Z,2026-03-13T12:39:23Z,3
k975:support,credential,2026-03-15T02:27:48Z,2026-03-15T04:15:34Z,3
k975:support2554,credential,2026-03-15T13:08:26Z,2026-03-15T19:18:46Z,3
k975:system,credential,2026-03-13T05:40:29Z,2026-03-15T16:28:13Z,3
l183:123456,credential,2026-03-13T19:51:25Z,2026-03-14T09:41:53Z,3
l183:12345677353,credential,2026-03-12T20:43:58Z,2026-03-13T00:18:18Z,3
l183:123456788326,credential,2026-03-11T23:30:43Z,2026-03-15T09:47:25Z,3
l183:1q2w3e4r4937,credential,2026-03-09T06:11:38Z,2026-03-13T16:22:05Z,3
l183:guest919,credential,2026-03-12T06:33:08Z,2026-03-12T13:53:03Z,3
l183:monkey9422,credential,2026-03-11T11:33:46Z,2026-03-13T06:07:57Z,3
l183:passw0rd9163,credential,2026-03-13T08:11:34Z,2026-03-13T16:33:22Z,3
l183:princess,credential,2026-03-10T20:52:18Z,2026-03-15T15:14:11Z,3
l183:qwerty6833,credential,2026-03-15T21:04:27Z,2026-03-15T22:56:54Z,3
l183:raspberry5495,credential,2026-03-15T18:33:06Z,2026-03-15T19:21:14Z,3
l183:sunshine,credential,2026-03-15T19:44:49Z,2026-03-15T23:21:18Z,3
l183:sunshine2491,credential,2026-03-12T19:01:27Z,2026-03-14T17:53:07Z,3
l183:test2356,credential,2026-03-12T18:06:56Z,2026-03-14T12:24:12Z,3
l183:welcome,credential,2026-03-09T20:02:37Z,2026-03-13T03:57:53Z,3
l183:welcome6141,credential,2026-03-10T19:00:27Z,2026-03-14T11:16:30Z,3
l183:zaq12wsx,credential,2026-03-14T13:43:04Z,2026-03-14T22:43:56Z,3
l399:baseball9953,credential,2026-03-12T08:44:53Z,2026-03-13T11:33:39Z,3
l399:dragon,credential,2026-03-14T07:42:22Z,2026-03-14T20:58:12Z,3
l399:iloveyou6007,credential,2026-03-10T15:15:42Z,2026-03-11T22:35:36Z,3
l399:iloveyou9856,credential,2026-03-13T00:07:21Z,2026-03-14T01:28:35Z,3
l399:letmein,credential,2026-03-12T02:02:09Z,2026-03-14T01:30:53Z,3
l399:princess2477,credential,2026-03-09T17:40:07Z,2026-03-15T04:33:26Z,3
l399:test,credential,2026-03-12T20:55:27Z,2026-03-15T18:38:28Z,3
l401:12345675400,credential,2026-03-14T17:33:07Z,2026-03-14T18:12:08Z,3
l401:123456781159,credential,2026-03-12T23:18:29Z,2026-03-15T23:31:21Z,3
l401:123457172,credential,2026-03-09T17:05:08Z,2026-03-15T18:09:23Z,3
l401:Pass2025,credential,2026-03-15T12:03:12Z,2026-03-15T13:44:35Z,3
l401:dragon1151,credential,2026-03-11T04:58:25Z,2026-03-15T08:34:12Z,3
l401:iloveyou,credential,2026-03-09T07:07:45Z,2026-03-10T22:33:31Z,3
l401:iloveyou2201,credential,2026-03-14T19:41:54Z,2026-03-15T21:29:33Z,3
l401:passw0rd,credential,2026-03-16T02:47:36Z,2026-03-16T02:55:44Z,3
l401:passw0rd2156,credential,2026-03-14T02:43:55Z,2026-03-14T12:25:03Z,3
l401:raspberry,credential,2026-03-11T07:24:22Z,2026-03-13T08:17:06Z,3
l401:sunshine,credential,2026-03-10T18:26:25Z,2026-03-12T03:57:53Z,3
l401:sunshine4037,credential,2026-03-15T21:27:43Z,2026-03-15T23:39:07Z,3
l401:test,credential,2026-03-12T10:09:39Z,2026-03-13T10:07:46Z,3
l401:test1994,credential,2026-03-13T13:03:10Z,2026-03-14T03:29:24Z,3
l401:welcome4983,credential,2026-03-14T17:58:27Z,2026-03-15T11:40:42Z,3
l469:12346025,credential,2026-03-10T11:02:06Z,2026-03-13T04:47:55Z,3
l469:1q2w3e4r,credential,2026-03-15T19:12:43Z,2026-03-15T23:39:52Z,3
l469:1qaz@WSX8970,credential,2026-03-13T16:44:20Z,2026-03-14T15:09:27Z,3
l469:Server2026,credential,2026-03-11T10:05:03Z,2026-03-11T18:13:15Z,3
l469:asdfgh,credential,2026-03-12T14:08:21Z,2026-03-14T21:26:00Z,3
l469:master,credential,2026-03-16T01:21:18Z,2026-03-16T03:10:16Z,3
l469:oracle2924,credential,2026-03-13T07:28:00Z,2026-03-13T16:48:56Z,3
l469:password2108,credential,2026-03-12T09:51:27Z,2026-03-15T15:25:10Z,3
l469:qazwsx1029,credential,2026-03-12T18:22:27Z,2026-03-14T01:27:04Z,3
l469:raspberry,credential,2026-03-14T06:41:18Z,2026-03-14T19:19:24Z,3
l469:sunshine1697,credential,2026-03-14T15:37:30Z,2026-03-15T05:13:14Z,3
l469:sunshine6123,credential,2026-03-10T04:48:45Z,2026-03-11T18:57:09Z,3
l469:support79,credential,2026-03-15T06:21:31Z,2026-03-15T18:24:07Z,3
l486:000000,credential,2026-03-13T05:14:27Z,2026-03-14T07:40:56Z,3
l486:111111870,credential,2026-03-11T19:13:12Z,2026-03-14T18:29:27Z,3
l486:1234561879,credential,2026-03-10T06:45:19Z,2026-03-11T12:11:45Z,3
l486:12345673618,credential,2026-03-09T23:20:56Z,2026-03-13T21:58:27Z,3
l486:12345678,credential,2026-03-13T22:49:56Z,2026-03-15T11:13:09Z,3
l486:123456784170,credential,2026-03-13T21:27:06Z,2026-03-14T15:03:49Z,3
l486:12347341,credential,2026-03-10T08:07:47Z,2026-03-11T01:21:57Z,3
l486:1q2w3e4r,credential,2026-03-15T08:28:57Z,2026-03-15T15:42:10Z,3
l486:1qaz@WSX,credential,2026-03-12T01:52:32Z,2026-03-15T06:50:36Z,3
l486:abc1237090,credential,2026-03-14T15:33:00Z,2026-03-14T16:39:55Z,3
l486:admin3148,credential,2026-03-12T02:53:20Z,2026-03-13T04:06:21Z,3
l486:centos,credential,2026-03-11T11:11:25Z,2026-03-13T15:19:25Z,3
l486:changeme5857,credential,2026-03-09T20:21:26Z,2026-03-13T04:36:37Z,3
l486:monkey7697,credential,2026-03-10T23:56:24Z,2026-03-15T21:58:02Z,3
l486:oracle2319,credential,2026-03-10T15:14:10Z,2026-03-14T02:07:49Z,3
l486:raspberry,credential,2026-03-14T19:21:50Z,2026-03-15T21:07:32Z,3
l486:root,credential,2026-03-10T03:03:42Z,2026-03-15T02:56:54Z,3
l486:root4829,credential,2026-03-12T05:15:55Z,2026-03-13T07:03:00Z,3
l486:ubuntu5344,credential,2026-03-14T06:44:24Z,2026-03-15T20:59:56Z,3
l486:zaq12wsx1178,credential,2026-03-11T18:43:17Z,2026-03-12T20:53:37Z,3
l486:zaq12wsx8529,credential,2026-03-09T07:11:22Z,2026-03-13T06:52:28Z,3
l872:12345678,credential,2026-03-10T00:54:58Z,2026-03-12T18:51:48Z,3
l872:1q2w3e4r,credential,2026-03-16T01:13:44Z,2026-03-16T02:42:23Z,3
l872:P@ssw0rd695,credential,2026-03-14T04:07:14Z,2026-03-14T12:58:23Z,3
l872:football,credential,2026-03-15T23:33:38Z,2026-03-16T01:09:11Z,3
l872:mysql,credential,2026-03-14T18:37:01Z,2026-03-15T20:42:02Z,3
l872:oracle2353,credential,2026-03-10T08:58:56Z,2026-03-10T19:41:27Z,3
l872:oracle4289,credential,2026-03-11T01:26:14Z,2026-03-12T20:11:37Z,3
l872:oracle8096,credential,2026-03-15T21:52:00Z,2026-03-16T00:00:21Z,3
l872:raspberry2442,credential,2026-03-11T10:30:16Z,2026-03-14T18:41:08Z,3
l872:root1198,credential,2026-03-10T15:28:09Z,2026-03-14T05:08:04Z,3
m239:12345678,credential,2026-03-11T02:08:55Z,2026-03-12T20:40:36Z,3
m239:12345678588,credential,2026-03-09T11:10:59Z,2026-03-12T20:44:10Z,3
m239:12345970,credential,2026-03-14T16:52:43Z,2026-03-15T02:17:16Z,3
m239:1qaz@WSX,credential,2026-03-14T05:16:46Z,2026-03-14T22:12:48Z,3
m239:Pass2025,credential,2026-03-13T21:54:16Z,2026-03-14T13:18:14Z,3
m239:monkey,credential,2026-03-16T02:07:01Z,2026-03-16T02:58:48Z,3
m239:system5590,credential,2026-03-14T01:52:02Z,2026-03-14T11:02:34Z,3
m239:test4077,credential,2026-03-12T02:24:33Z,2026-03-13T06:17:12Z,3
m239:ubuntu545,credential,2026-03-13T19:38:47Z,2026-03-14T19:20:27Z,3
m239:welcome4713,credential,2026-03-13T05:35:25Z,2026-03-14T08:12:51Z,3
m332:111111,credential,2026-03-14T10:25:26Z,2026-03-15T15:02:53Z,3
m332:1234567893277,credential,2026-03-13T08:12:58Z,2026-03-15T01:53:37Z,3
m332:Pass20255880,credential,2026-03-14T20:45:13Z,2026-03-14T22:30:25Z,3
m332:football,credential,2026-03-10T06:55:43Z,2026-03-15T08:55:24Z,3
m332:password,credential,2026-03-13T02:09:42Z,2026-03-14T09:50:56Z,3
m332:princess,credential,2026-03-15T20:14:26Z,2026-03-15T20:45:33Z,3
m332:support2934,credential,2026-03-14T02:46:12Z,2026-03-14T05:32:03Z,3
m332:support5956,credential,2026-03-12T19:25:26Z,2026-03-13T06:50:42Z,3
m332:welcome1698,credential,2026-03-13T03:39:55Z,2026-03-14T05:37:44Z,3
m601:0000005652,credential,2026-03-14T06:26:55Z,2026-03-15T19:32:45Z,3
m601:12342304,credential,2026-03-11T19:52:46Z,2026-03-13T13:56:19Z,3
m601:12345678529,credential,2026-03-13T04:15:59Z,2026-03-15T15:35:52Z,3
m601:Admin2025!1544,credential,2026-03-15T22:36:48Z,2026-03-15T23:08:41Z,3
m601:mysql5504,credential,2026-03-11T03:28:54Z,2026-03-13T01:12:28Z,3
m601:password9709,credential,2026-03-14T07:46:54Z,2026-03-14T22:22:27Z,3
m601:qazwsx6610,credential,2026-03-15T16:43:12Z,2026-03-15T23:45:25Z,3
m601:qwerty3944,credential,2026-03-10T13:17:47Z,2026-03-14T09:25:39Z,3
m601:raspberry3994,credential,2026-03-11T14:25:45Z,2026-03-12T03:59:09Z,3
m601:sunshine5506,credential,2026-03-12T00:10:21Z,2026-03-14T04:11:58Z,3
m601:support2011,credential,2026-03-12T16:08:28Z,2026-03-13T08:03:14Z,3
m601:test,credential,2026-03-15T02:09:54Z,2026-03-15T07:58:23Z,3
m601:welcome7981,credential,2026-03-15T07:44:51Z,2026-03-15T07:55:01Z,3
m648:0000008569,credential,2026-03-15T20:24:40Z,2026-03-16T01:27:10Z,3
m648:1234,credential,2026-03-09T19:10:22Z,2026-03-15T12:07:20Z,3
m648:12345,credential,2026-03-15T12:13:38Z,2026-03-15T14:17:55Z,3
m648:1234562496,credential,2026-03-12T06:52:57Z,2026-03-15T16:52:55Z,3
m648:123456781491,credential,2026-03-14T22:34:47Z,2026-03-16T01:50:46Z,3
m648:asdfgh9280,credential,2026-03-15T10:50:35Z,2026-03-15T17:37:19Z,3
m648:baseball625,credential,2026-03-13T01:26:36Z,2026-03-14T10:22:21Z,3
m648:football,credential,2026-03-09T05:03:47Z,2026-03-13T20:42:24Z,3
m648:password8293,credential,2026-03-13T15:57:46Z,2026-03-14T12:16:33Z,3
m648:raspberry3144,credential,2026-03-10T23:37:23Z,2026-03-15T08:17:28Z,3
m648:server9137,credential,2026-03-10T19:52:51Z,2026-03-11T18:10:36Z,3
m648:toor6736,credential,2026-03-09T06:47:35Z,2026-03-10T11:36:09Z,3
m648:zaq12wsx,credential,2026-03-12T16:59:56Z,2026-03-15T13:56:10Z,3
m799:baseball736,credential,2026-03-14T19:31:25Z,2026-03-15T18:05:49Z,3
m799:changeme8147,credential,2026-03-14T03:25:59Z,2026-03-14T11:56:04Z,3
m799:debian,credential,2026-03-13T23:41:22Z,2026-03-14T01:26:29Z,3
m799:postgres2390,credential,2026-03-12T16:37:02Z,2026-03-15T06:23:30Z,3
m799:postgres8659,credential,2026-03-11T13:23:04Z,2026-03-14T11:22:04Z,3
m799:princess7195,credential,2026-03-14T08:50:59Z,2026-03-15T04:00:18Z,3
m799:qazwsx,credential,2026-03-10T09:57:46Z,2026-03-13T04:18:28Z,3
m799:welcome8623,credential,2026-03-11T04:14:25Z,2026-03-15T00:36:08Z,3
minecraft10:12345,credential,2026-03-15T05:55:14Z,2026-03-15T16:28:45Z,3
minecraft10:12345661,credential,2026-03-13T04:44:43Z,2026-03-13T18:50:29Z,3
minecraft10:1234567896884,credential,2026-03-12T05:28:47Z,2026-03-12T10:39:38Z,3
minecraft10:12347720,credential,2026-03-13T07:59:04Z,2026-03-14T02:56:43Z,3
minecraft10:admin4789,credential,2026-03-13T18:50:07Z,2026-03-13T19:06:58Z,3
minecraft10:centos3570,credential,2026-03-13T08:30:41Z,2026-03-14T22:08:47Z,3
minecraft10:guest1515,credential,2026-03-09T08:51:37Z,2026-03-15T15:13:07Z,3
minecraft10:guest4468,credential,2026-03-13T20:52:06Z,2026-03-15T16:56:27Z,3
minecraft10:iloveyou5539,credential,2026-03-14T09:41:52Z,2026-03-14T12:17:41Z,3
minecraft10:monkey8118,credential,2026-03-11T20:35:42Z,2026-03-12T13:23:18Z,3
minecraft10:princess7756,credential,2026-03-14T06:01:17Z,2026-03-15T05:31:58Z,3
minecraft10:welcome2148,credential,2026-03-09T07:26:52Z,2026-03-11T08:51:21Z,3
minecraft10:zaq12wsx9535,credential,2026-03-13T05:31:44Z,2026-03-15T20:57:43Z,3
minecraft64:000000,credential,2026-03-15T03:44:05Z,2026-03-16T01:57:02Z,3
minecraft64:1234562169,credential,2026-03-13T11:45:38Z,2026-03-15T19:49:36Z,3
minecraft64:123456331,credential,2026-03-14T11:49:31Z,2026-03-15T15:53:59Z,3
minecraft64:123456639,credential,2026-03-09T15:23:55Z,2026-03-11T23:13:01Z,3
minecraft64:1234567257,credential,2026-03-15T08:39:07Z,2026-03-15T12:06:41Z,3
minecraft64:12345678,credential,2026-03-12T14:23:28Z,2026-03-15T00:23:52Z,3
minecraft64:12345678622,credential,2026-03-15T19:43:39Z,2026-03-16T01:36:51Z,3
minecraft64:Admin2025!4246,credential,2026-03-13T17:12:38Z,2026-03-14T14:49:59Z,3
minecraft64:admin292,credential,2026-03-13T19:50:14Z,2026-03-15T07:05:11Z,3
minecraft64:admin877,credential,2026-03-12T12:03:45Z,2026-03-15T21:59:23Z,3
minecraft64:asdfgh,credential,2026-03-10T23:44:16Z,2026-03-13T20:49:09Z,3
minecraft64:letmein7219,credential,2026-03-10T07:11:08Z,2026-03-12T10:57:59Z,3
minecraft64:master1767,credential,2026-03-14T07:11:12Z,2026-03-15T10:14:21Z,3
minecraft64:monkey9870,credential,2026-03-15T05:33:52Z,2026-03-15T22:39:36Z,3
minecraft64:qazwsx4757,credential,2026-03-10T23:17:06Z,2026-03-13T07:12:04Z,3
minecraft64:qazwsx9826,credential,2026-03-13T08:03:14Z,2026-03-14T22:51:22Z,3
minecraft64:test7137,credential,2026-03-09T14:06:03Z,2026-03-14T19:50:23Z,3
minecraft65:P@ssw0rd8984,credential,2026-03-16T00:41:50Z,2026-03-16T02:58:39Z,3
minecraft65:Server2026,credential,2026-03-12T03:49:48Z,2026-03-14T11:21:38Z,3
minecraft65:Server20268751,credential,2026-03-12T09:10:48Z,2026-03-14T10:03:01Z,3
minecraft65:admin,credential,2026-03-15T08:58:19Z,2026-03-15T20:59:54Z,3
minecraft65:changeme,credential,2026-03-10T03:11:58Z,2026-03-10T06:46:05Z,3
minecraft65:changeme9971,credential,2026-03-11T14:08:51Z,2026-03-14T16:39:11Z,3
minecraft65:football,credential,2026-03-10T23:22:41Z,2026-03-11T21:07:03Z,3
minecraft65:football6492,credential,2026-03-15T10:15:54Z,2026-03-15T18:55:09Z,3
minecraft65:guest9213,credential,2026-03-14T12:27:55Z,2026-03-15T19:00:34Z,3
minecraft65:qazwsx,credential,2026-03-11T20:12:35Z,2026-03-15T17:36:00Z,3
minecraft65:server,credential,2026-03-15T13:25:37Z,2026-03-15T15:51:40Z,3
minecraft65:server2529,credential,2026-03-15T08:37:41Z,2026-03-16T01:28:07Z,3
minecraft65:sunshine,credential,2026-03-14T16:26:19Z,2026-03-15T21:54:00Z,3
minecraft65:sunshine8195,credential,2026-03-13T09:44:56Z,2026-03-13T22:51:43Z,3
minecraft65:toor3728,credential,2026-03-09T17:46:12Z,2026-03-10T10:06:40Z,3
minecraft:123454701,credential,2026-03-11T21:58:48Z,2026-03-12T07:10:07Z,3
minecraft:12345678,credential,2026-03-10T08:22:31Z,2026-03-15T14:43:09Z,3
minecraft:123456786908,credential,2026-03-12T14:37:39Z,2026-03-14T03:50:10Z,3
minecraft:1qaz@WSX4336,credential,2026-03-11T23:41:37Z,2026-03-14T05:29:55Z,3
minecraft:Pass20253354,credential,2026-03-15T05:08:37Z,2026-03-15T07:23:52Z,3
minecraft:Server2026316,credential,2026-03-10T03:20:49Z,2026-03-14T03:25:22Z,3
minecraft:admin,credential,2026-03-12T16:42:14Z,2026-03-15T04:56:37Z,3
minecraft:admin6275,credential,2026-03-12T17:32:25Z,2026-03-13T20:45:26Z,3
minecraft:changeme3895,credential,2026-03-10T15:23:23Z,2026-03-13T04:03:31Z,3
minecraft:guest9117,credential,2026-03-12T08:21:00Z,2026-03-13T14:04:03Z,3
minecraft:iloveyou7549,credential,2026-03-14T16:49:51Z,2026-03-15T21:47:32Z,3
minecraft:password,credential,2026-03-09T12:53:06Z,2026-03-12T07:51:30Z,3
minecraft:server,credential,2026-03-14T00:28:41Z,2026-03-16T00:36:02Z,3
minecraft:sunshine,credential,2026-03-12T19:50:57Z,2026-03-14T09:46:18Z,3
minecraft:toor4762,credential,2026-03-14T01:28:00Z,2026-03-14T15:07:50Z,3
mongodb12:123456,credential,2026-03-12T02:30:25Z,2026-03-13T00:06:00Z,3
mongodb12:1234567,credential,2026-03-10T07:29:22Z,2026-03-12T00:32:14Z,3
mongodb12:12345676209,credential,2026-03-10T21:08:20Z,2026-03-12T13:10:21Z,3
mongodb12:2026@abc2932,credential,2026-03-15T10:20:53Z,2026-03-15T16:42:41Z,3
mongodb12:P@ssw0rd,credential,2026-03-10T14:43:21Z,2026-03-11T01:59:42Z,3
mongodb12:iloveyou6098,credential,2026-03-11T00:54:46Z,2026-03-13T18:14:14Z,3
mongodb12:letmein9267,credential,2026-03-10T05:38:55Z,2026-03-13T18:49:34Z,3
mongodb12:princess6681,credential,2026-03-16T00:10:06Z,2026-03-16T01:10:43Z,3
mongodb12:qazwsx7191,credential,2026-03-13T12:17:11Z,2026-03-14T10:08:50Z,3
mongodb12:raspberry2166,credential,2026-03-11T23:47:06Z,2026-03-15T01:45:41Z,3
mongodb12:zaq12wsx2739,credential,2026-03-12T03:23:30Z,2026-03-14T06:43:04Z,3
mongodb12:zaq12wsx3454,credential,2026-03-14T14:36:43Z,2026-03-14T22:18:10Z,3
mongodb5:12345678,credential,2026-03-12T07:59:15Z,2026-03-13T11:44:24Z,3
mongodb5:1qaz@WSX,credential,2026-03-11T09:34:09Z,2026-03-12T10:25:43Z,3
mongodb5:dragon2034,credential,2026-03-09T07:38:29Z,2026-03-11T06:41:13Z,3
mongodb5:guest8944,credential,2026-03-13T17:08:38Z,2026-03-14T07:12:44Z,3
mongodb5:iloveyou7447,credential,2026-03-14T13:28:57Z,2026-03-14T22:53:33Z,3
mongodb5:letmein8827,credential,2026-03-14T11:43:50Z,2026-03-15T16:18:39Z,3
mongodb5:master8859,credential,2026-03-14T13:00:11Z,2026-03-15T02:25:29Z,3
mongodb5:postgres4073,credential,2026-03-13T22:25:17Z,2026-03-15T17:32:45Z,3
mongodb5:system,credential,2026-03-11T11:43:58Z,2026-03-15T13:53:10Z,3
mongodb5:ubuntu2821,credential,2026-03-13T05:10:02Z,2026-03-13T19:56:58Z,3
mongodb5:ubuntu3255,credential,2026-03-15T06:06:53Z,2026-03-16T00:37:11Z,3
mongodb5:ubuntu5151,credential,2026-03-12T21:25:48Z,2026-03-13T04:01:08Z,3
mongodb61:1234,credential,2026-03-13T22:00:25Z,2026-03-15T08:25:49Z,3
mongodb61:1q2w3e4r,credential,2026-03-11T10:08:03Z,2026-03-12T16:32:28Z,3
mongodb61:1qaz@WSX,credential,2026-03-13T15:15:26Z,2026-03-16T01:41:30Z,3
mongodb61:Admin2025!2479,credential,2026-03-13T07:09:07Z,2026-03-15T18:48:10Z,3
mongodb61:abc1237061,credential,2026-03-13T12:44:10Z,2026-03-15T19:08:11Z,3
mongodb61:baseball,credential,2026-03-10T08:36:39Z,2026-03-14T20:20:10Z,3
mongodb61:centos8265,credential,2026-03-13T08:56:31Z,2026-03-15T03:05:27Z,3
mongodb61:princess4420,credential,2026-03-12T00:19:55Z,2026-03-13T18:20:17Z,3
mongodb61:raspberry5711,credential,2026-03-15T00:02:39Z,2026-03-15T00:18:40Z,3
mongodb61:support5567,credential,2026-03-09T06:21:55Z,2026-03-14T04:48:26Z,3
mongodb61:welcome,credential,2026-03-15T20:32:53Z,2026-03-16T01:35:09Z,3
mongodb94:000000,credential,2026-03-16T01:50:10Z,2026-03-16T02:24:44Z,3
mongodb94:1234,credential,2026-03-13T02:52:14Z,2026-03-14T16:52:22Z,3
mongodb94:123456,credential,2026-03-13T22:57:13Z,2026-03-14T03:59:03Z,3
mongodb94:1234567,credential,2026-03-09T21:25:07Z,2026-03-10T02:27:08Z,3
mongodb94:Admin2025!1808,credential,2026-03-11T05:48:29Z,2026-03-14T20:38:00Z,3
mongodb94:P@ssw0rd2193,credential,2026-03-14T23:06:44Z,2026-03-15T21:25:56Z,3
mongodb94:guest,credential,2026-03-11T06:28:15Z,2026-03-14T02:57:33Z,3
mongodb94:letmein2058,credential,2026-03-11T12:06:53Z,2026-03-12T07:31:07Z,3
mongodb94:letmein8994,credential,2026-03-14T04:30:45Z,2026-03-15T11:51:38Z,3
mongodb94:master2897,credential,2026-03-12T21:02:14Z,2026-03-14T22:38:26Z,3
mongodb94:master9620,credential,2026-03-12T22:44:32Z,2026-03-15T21:48:26Z,3
mongodb94:oracle,credential,2026-03-11T16:57:45Z,2026-03-15T03:17:11Z,3
mongodb94:root9102,credential,2026-03-15T19:50:45Z,2026-03-16T01:59:24Z,3
mongodb94:zaq12wsx4481,credential,2026-03-14T22:58:03Z,2026-03-15T08:02:25Z,3
mongodb:0000007420,credential,2026-03-13T15:27:45Z,2026-03-15T21:44:48Z,3
mongodb:0000008098,credential,2026-03-11T20:03:32Z,2026-03-14T09:51:04Z,3
mongodb:12345,credential,2026-03-09T17:54:10Z,2026-03-14T04:56:23Z,3
mongodb:12345675788,credential,2026-03-09T11:55:25Z,2026-03-14T01:26:49Z,3
mongodb:12345678,credential,2026-03-12T16:43:52Z,2026-03-13T15:18:36Z,3
mongodb:1q2w3e4r8401,credential,2026-03-12T22:03:30Z,2026-03-13T09:40:21Z,3
mongodb:1qaz@WSX7207,credential,2026-03-13T23:43:35Z,2026-03-14T23:04:59Z,3
mongodb:P@ssw0rd5151,credential,2026-03-13T00:43:35Z,2026-03-13T18:31:47Z,3
mongodb:admin7531,credential,2026-03-09T22:58:04Z,2026-03-13T02:41:45Z,3
mongodb:baseball8487,credential,2026-03-15T16:03:36Z,2026-03-15T20:24:57Z,3
mongodb:letmein828,credential,2026-03-15T17:46:25Z,2026-03-16T02:31:09Z,3
mongodb:qwerty,credential,2026-03-14T16:12:01Z,2026-03-16T01:50:49Z,3
mongodb:root7909,credential,2026-03-14T06:21:35Z,2026-03-14T20:49:14Z,3
mongodb:sunshine8051,credential,2026-03-09T04:24:08Z,2026-03-14T06:42:07Z,3
mongodb:test5727,credential,2026-03-14T23:59:59Z,2026-03-15T18:22:31Z,3
mongodb:ubuntu,credential,2026-03-09T18:35:16Z,2026-03-12T13:15:25Z,3
mongodb:ubuntu7349,credential,2026-03-13T21:30:12Z,2026-03-14T04:27:42Z,3
mongodb_ci:1234,credential,2026-03-16T01:48:55Z,2026-03-16T02:13:14Z,3
mongodb_ci:12345672526,credential,2026-03-12T14:18:36Z,2026-03-14T16:31:01Z,3
mongodb_ci:123456784639,credential,2026-03-12T08:23:10Z,2026-03-12T15:17:02Z,3
mongodb_ci:P@ssw0rd6165,credential,2026-03-12T08:42:37Z,2026-03-14T12:22:30Z,3
mongodb_ci:Pass20251858,credential,2026-03-15T05:34:53Z,2026-03-16T02:49:53Z,3
mongodb_ci:changeme,credential,2026-03-09T13:59:16Z,2026-03-15T00:51:22Z,3
mongodb_ci:dragon6676,credential,2026-03-10T15:10:08Z,2026-03-12T16:58:48Z,3
mongodb_ci:master4393,credential,2026-03-12T17:50:01Z,2026-03-12T20:43:00Z,3
mongodb_ci:monkey,credential,2026-03-12T03:37:08Z,2026-03-13T06:30:44Z,3
mongodb_ci:passw0rd,credential,2026-03-14T00:58:19Z,2026-03-15T04:38:39Z,3
mongodb_ci:password,credential,2026-03-16T02:49:03Z,2026-03-16T03:09:54Z,3
mongodb_ci:qazwsx5398,credential,2026-03-10T08:38:16Z,2026-03-15T01:45:53Z,3
mongodb_ci:zaq12wsx,credential,2026-03-15T09:06:59Z,2026-03-15T13:29:46Z,3
mongodb_gitlab:1111113629,credential,2026-03-13T23:36:13Z,2026-03-14T21:10:34Z,3
mongodb_gitlab:12345,credential,2026-03-10T22:36:04Z,2026-03-15T17:26:35Z,3
mongodb_gitlab:123456,credential,2026-03-13T05:21:23Z,2026-03-15T13:17:39Z,3
mongodb_gitlab:1qaz@WSX,credential,2026-03-15T04:54:21Z,2026-03-15T19:03:24Z,3
mongodb_gitlab:Admin2025!,credential,2026-03-13T18:00:45Z,2026-03-15T23:24:19Z,3
mongodb_gitlab:Pass20251857,credential,2026-03-16T01:53:34Z,2026-03-16T02:22:35Z,3
mongodb_gitlab:Pass20253488,credential,2026-03-13T19:55:34Z,2026-03-15T22:54:28Z,3
mongodb_gitlab:asdfgh6149,credential,2026-03-12T03:51:37Z,2026-03-13T01:28:08Z,3
mongodb_gitlab:guest8131,credential,2026-03-13T12:08:15Z,2026-03-14T22:52:19Z,3
mongodb_gitlab:oracle9572,credential,2026-03-16T02:49:38Z,2026-03-16T02:52:57Z,3
mongodb_gitlab:postgres,credential,2026-03-14T05:50:30Z,2026-03-16T00:52:36Z,3
mongodb_gitlab:postgres2214,credential,2026-03-12T14:14:36Z,2026-03-13T21:55:47Z,3
mongodb_gitlab:princess4697,credential,2026-03-14T15:14:30Z,2026-03-15T14:13:34Z,3
mongodb_gitlab:princess9184,credential,2026-03-14T03:53:38Z,2026-03-15T14:32:08Z,3
mongodb_gitlab:root658,credential,2026-03-16T01:47:03Z,2026-03-16T02:59:33Z,3
mongodb_gitlab:sunshine3398,credential,2026-03-14T14:38:33Z,2026-03-16T00:04:25Z,3
mongodb_gitlab:test,credential,2026-03-09T21:24:44Z,2026-03-10T18:02:38Z,3
mongodb_mysql:000000750,credential,2026-03-09T18:02:13Z,2026-03-15T17:04:06Z,3
mongodb_mysql:123452769,credential,2026-03-14T02:34:09Z,2026-03-16T01:55:27Z,3
mongodb_mysql:12349084,credential,2026-03-13T04:46:44Z,2026-03-14T07:53:34Z,3
mongodb_mysql:1q2w3e4r,credential,2026-03-15T12:57:00Z,2026-03-15T14:41:58Z,3
mongodb_mysql:abc1233032,credential,2026-03-11T16:12:00Z,2026-03-15T01:14:42Z,3
mongodb_mysql:admin,credential,2026-03-15T01:01:45Z,2026-03-15T13:49:11Z,3
